Centre,Left,Right,Steering,Brake,Throttle,Speed
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_30_309.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_30_309.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_30_309.jpg, -0.01476508, 1, 0, 30.18925
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_30_413.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_30_413.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_30_413.jpg, 0, 1, 0, 30.18988
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_30_521.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_30_521.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_30_521.jpg, 0, 1, 0, 30.19026
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_30_631.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_30_631.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_30_631.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_30_733.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_30_733.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_30_733.jpg, 0, 1, 0, 30.19016
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_30_840.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_30_840.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_30_840.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_30_950.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_30_950.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_30_950.jpg, 0, 1, 0, 30.19025
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_31_052.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_31_052.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_31_052.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_31_154.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_31_154.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_31_154.jpg, -0.3042366, 1, 0, 30.16683
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_31_256.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_31_256.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_31_256.jpg, -0.3638826, 1, 0, 30.17609
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_31_361.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_31_361.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_31_361.jpg, -0.06570902, 1, 0, 30.1908
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_31_463.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_31_463.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_31_463.jpg, 0, 1, 0, 30.18971
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_31_565.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_31_565.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_31_565.jpg, 0, 1, 0, 30.19017
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_31_666.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_31_666.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_31_666.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_31_770.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_31_770.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_31_770.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_31_875.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_31_875.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_31_875.jpg, -0.2016039, 1, 0, 30.17954
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_31_978.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_31_978.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_31_978.jpg, -0.3347586, 1, 0, 30.17167
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_32_085.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_32_085.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_32_085.jpg, -0.01819409, 1, 0, 30.18939
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_32_188.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_32_188.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_32_188.jpg, 0, 1, 0, 30.18991
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_32_291.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_32_291.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_32_291.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_32_393.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_32_393.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_32_393.jpg, 0, 1, 0, 30.19033
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_32_498.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_32_498.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_32_498.jpg, 0, 1, 0, 30.19025
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_32_607.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_32_607.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_32_607.jpg, -0.2953692, 1, 0, 30.16986
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_32_713.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_32_713.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_32_713.jpg, -0.03874496, 1, 0, 30.19061
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_32_813.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_32_813.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_32_813.jpg, 0, 1, 0, 30.18981
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_32_916.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_32_916.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_32_916.jpg, 0, 1, 0, 30.19025
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_33_020.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_33_020.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_33_020.jpg, 0, 1, 0, 30.19026
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_33_125.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_33_125.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_33_125.jpg, -0.2626344, 1, 0, 30.1743
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_33_225.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_33_225.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_33_225.jpg, -0.5619774, 1, 0, 30.13655
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_33_329.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_33_329.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_33_329.jpg, -0.2520102, 1, 0, 30.19351
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_33_433.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_33_433.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_33_433.jpg, 0, 1, 0, 30.18616
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_33_536.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_33_536.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_33_536.jpg, 0, 1, 0, 30.18978
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_33_645.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_33_645.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_33_645.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_33_749.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_33_749.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_33_749.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_33_850.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_33_850.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_33_850.jpg, -0.1150893, 1, 0, 30.18696
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_33_954.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_33_954.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_33_954.jpg, -0.2993433, 1, 0, 30.17234
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_34_057.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_34_057.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_34_057.jpg, -0.01546472, 1, 0, 30.18957
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_34_161.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_34_161.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_34_161.jpg, 0, 1, 0, 30.18938
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_34_271.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_34_271.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_34_271.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_34_374.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_34_374.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_34_374.jpg, 0, 1, 0, 30.1898
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_34_479.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_34_479.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_34_479.jpg, -0.2897799, 1, 0, 30.17053
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_34_580.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_34_580.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_34_580.jpg, -0.03965729, 1, 0, 30.19057
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_34_681.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_34_681.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_34_681.jpg, 0, 1, 0, 30.19015
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_34_785.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_34_785.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_34_785.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_34_887.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_34_887.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_34_887.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_34_989.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_34_989.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_34_989.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_35_090.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_35_090.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_35_090.jpg, -0.3024489, 1, 0, 30.16847
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_35_192.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_35_192.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_35_192.jpg, -0.250068, 1, 0, 30.18727
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_35_295.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_35_295.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_35_295.jpg, 0, 1, 0, 30.18771
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_35_399.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_35_399.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_35_399.jpg, 0, 1, 0, 30.18998
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_35_503.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_35_503.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_35_503.jpg, -0.2824347, 1, 0, 30.17419
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_35_604.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_35_604.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_35_604.jpg, -0.04231621, 1, 0, 30.19095
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_35_711.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_35_711.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_35_711.jpg, 0, 1, 0, 30.19047
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_35_814.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_35_814.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_35_814.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_35_916.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_35_916.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_35_916.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_36_018.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_36_018.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_36_018.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_36_128.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_36_128.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_36_128.jpg, -0.2181447, 1, 0, 30.17751
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_36_237.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_36_237.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_36_237.jpg, -0.2505717, 1, 0, 30.18463
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_36_342.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_36_342.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_36_342.jpg, 0, 1, 0, 30.18806
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_36_446.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_36_446.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_36_446.jpg, 0, 1, 0, 30.19026
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_36_550.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_36_550.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_36_550.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_36_651.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_36_651.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_36_651.jpg, 0, 1, 0, 30.19033
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_36_754.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_36_754.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_36_754.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_36_860.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_36_860.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_36_860.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_36_960.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_36_960.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_36_960.jpg, 0, 1, 0, 30.19042
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_37_066.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_37_066.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_37_066.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_37_171.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_37_171.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_37_171.jpg, 0, 1, 0, 30.19057
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_37_277.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_37_277.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_37_277.jpg, 0, 1, 0, 30.19035
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_37_379.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_37_379.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_37_379.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_37_480.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_37_480.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_37_480.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_37_588.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_37_588.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_37_588.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_37_687.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_37_687.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_37_687.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_37_794.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_37_794.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_37_794.jpg, 0, 1, 0, 30.19026
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_37_896.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_37_896.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_37_896.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_37_996.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_37_996.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_37_996.jpg, 0, 1, 0, 30.19033
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_38_106.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_38_106.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_38_106.jpg, 0, 1, 0, 30.19034
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_38_206.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_38_206.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_38_206.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_38_311.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_38_311.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_38_311.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_38_412.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_38_412.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_38_412.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_38_514.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_38_514.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_38_514.jpg, -0.3056565, 1, 0, 30.16702
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_38_615.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_38_615.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_38_615.jpg, -0.3369594, 1, 0, 30.17987
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_38_721.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_38_721.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_38_721.jpg, -0.04811702, 1, 0, 30.18987
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_38_826.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_38_826.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_38_826.jpg, 0, 1, 0, 30.18958
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_38_929.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_38_929.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_38_929.jpg, 0, 1, 0, 30.19023
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_39_037.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_39_037.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_39_037.jpg, 0, 1, 0, 30.19025
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_39_141.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_39_141.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_39_141.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_39_242.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_39_242.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_39_242.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_39_352.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_39_352.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_39_352.jpg, 0, 1, 0, 30.1904
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_39_453.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_39_453.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_39_453.jpg, 0, 1, 0, 30.19034
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_39_555.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_39_555.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_39_555.jpg, 0, 1, 0, 30.19034
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_39_656.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_39_656.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_39_656.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_39_758.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_39_758.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_39_758.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_39_861.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_39_861.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_39_861.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_39_962.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_39_962.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_39_962.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_40_064.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_40_064.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_40_064.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_40_165.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_40_165.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_40_165.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_40_269.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_40_269.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_40_269.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_40_372.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_40_372.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_40_372.jpg, 0, 1, 0, 30.19028
